celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_avg_score,week2_total_score,week2_avg_score,week3_total_score,week3_avg_score,week4_total_score,week4_avg_score,week5_total_score,week5_avg_score,week6_total_score,week6_avg_score,week7_total_score,week7_avg_score,week8_total_score,week8_avg_score,week9_total_score,week9_avg_score,week10_total_score,week10_avg_score,week11_total_score,week11_avg_score,overall_avg_score,total_points,weeks_participated,age_group,standardized_industry,standardized_country,elimination_status,performance_trend,normalized_score,season_normalized_score,performance_level
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,0.0,8.0,7.5,7.5,0.0,8.0,8.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.666666666666667,23.0,7.666666666666667,24.0,8.0,26.0,8.666666666666666,25.0,8.333333333333334,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.888888888888889,142.0,6,45-54,Athlete,USA,Eliminated Week 6,0.0,82.8955339972682,51.228649773695864,Excellent
DeMarcus Ware,Lindsay Arnold,Athlete,Alabama,United States,36,27,Eliminated Week 7,7,8.0,7.0,8.0,0.0,8.0,7.5,8.0,0.0,9.0,8.0,9.0,0.0,7.0,7.0,8.0,0.0,9.0,8.0,9.0,0.0,8.0,9.0,9.0,0.0,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.666666666666667,23.5,7.833333333333333,26.0,8.666666666666666,22.0,7.333333333333333,26.0,8.666666666666666,26.0,8.666666666666666,26.5,8.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.238095238095237,173.0,7,35-44,Athlete,USA,Eliminated Week 7,0.0,86.56495401324385,53.49631636327595,Excellent
Nikki Glaser,Gleb Savchenko,Comedian,Ohio,United States,34,27,Eliminated Week 1,13,6.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333333,17.5,1,25-34,Comedian,USA,Eliminated Week 1,0.0,61.29599344868423,37.880339621394825,Good
Bobby Bones,Sharna Burgess,Radio Personality,Arkansas,United States,38,27,1st Place,1,7.0,6.0,7.0,0.0,7.0,6.0,6.5,0.0,8.0,7.0,8.0,0.0,7.0,6.0,7.0,0.0,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,9.0,8.5,9.0,0.0,7.5,7.5,7.5,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.666666666666667,19.5,6.5,23.0,7.666666666666667,20.0,6.666666666666667,21.0,7.0,22.0,7.333333333333333,26.5,8.833333333333334,22.5,7.5,27.0,9.0,0.0,0.0,0.0,0.0,7.462962962962964,201.5,9,35-44,Radio Personality,USA,Winner,10.54590570719602,78.4199535232373,48.46278370610196,Good
Tinashe,Brandon Armstrong,Singer/Rapper,Kentucky,United States,25,27,Eliminated Week 4,10,8.0,7.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,102.0,4,25-34,Musician,USA,Eliminated Week 4,0.0,89.31701902522559,55.19706630546104,Excellent
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7.0,7.5,7.5,0.0,8.0,8.5,8.0,0.0,9.0,8.0,9.0,0.0,8.0,8.0,9.0,0.0,10.0,9.0,10.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.5,0.0,9.5,9.5,10.0,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,7.333333333333333,24.5,8.166666666666666,26.0,8.666666666666666,25.0,8.333333333333334,29.0,9.666666666666666,27.0,9.0,27.5,9.166666666666666,29.0,9.666666666666666,28.5,9.5,0.0,0.0,0.0,0.0,8.833333333333334,238.5,9,<25,Social Media Personality,USA,Other,8.490566037735828,92.81964722229327,57.361657140969314,Excellent
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5.0,4.0,5.0,0.0,5.5,6.0,6.0,0.0,6.0,6.0,6.0,0.0,5.0,5.0,5.0,0.0,6.0,5.0,6.0,0.0,8.0,7.0,7.0,0.0,8.0,7.5,8.0,0.0,8.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.666666666666667,17.5,5.833333333333333,18.0,6.0,15.0,5.0,17.0,5.666666666666667,22.0,7.333333333333333,23.5,7.833333333333333,23.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.25,150.0,8,25-34,Tv_Personality,USA,Eliminated Week 8,22.66666666666667,65.67427869501881,40.58607816578018,Good
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,6.0,6.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,8.0,8.0,8.0,0.0,8.6666,8.6666,8.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,21.0,7.0,24.0,8.0,26.0,6.5,24.0,8.0,27.0,9.0,24.0,8.0,25.9998,8.6666,0.0,0.0,0.0,0.0,0.0,0.0,7.520825,186.9998,8,55+,Actor,USA,Eliminated Week 8,15.234698320995374,79.02796113063438,53.91905871042211,Good
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7.0,7.0,7.0,0.0,7.0,6.0,7.0,0.0,8.0,7.0,8.0,0.0,7.0,7.0,7.0,7.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,10.6666,10.6666,10.6666,0.0,9.0,8.5,9.5,9.0,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,21.0,7.0,20.0,6.666666666666667,23.0,7.666666666666667,28.0,7.0,26.0,8.666666666666666,27.0,9.0,27.0,9.0,31.9998,10.6666,36.0,9.0,25.5,8.5,0.0,0.0,8.31666,265.4998,10,35-44,Actor,USA,Eliminated Week 1,12.892274863546978,87.39050346427445,59.624639426475035,Excellent
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6.0,5.0,5.0,0.0,7.0,6.0,7.0,0.0,7.0,6.0,7.0,0.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,0.0,9.0,8.0,9.0,0.0,8.5,8.5,8.5,0.0,9.6666,9.6666,10.6666,0.0,9.0,9.0,9.5,9.5,9.5,9.5,9.5,0.0,10.0,9.5,10.0,0.0,16.0,5.333333333333333,20.0,6.666666666666667,20.0,6.666666666666667,32.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,25.5,8.5,29.9998,9.999933333333333,37.0,9.25,28.5,9.5,29.5,9.833333333333334,8.28029696969697,290.4998,11,35-44,Actor,USA,Runner-up,16.491192308283484,87.00840493846377,59.36394191446034,Excellent
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,2,35-44,Athlete,USA,Withdrew,0.0,52.53942295601506,35.84650534377685,Average
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,5.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.6666666666666665,12.0,4.0,12.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666666,55.0,4,35-44,Athlete,USA,Eliminated Week 4,0.0,43.782852463345876,29.872087786480705,Average
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,7.0,8.0,8.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,18.0,6.0,23.0,7.666666666666667,31.0,7.75,24.0,8.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.402777777777779,141.0,6,<25,Model,USA,Eliminated Week 6,0.0,77.7875345432112,53.07274263398073,Good
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,0.0,6.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,6.0,0.0,6.5,6.0,6.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,16.0,5.333333333333333,15.0,5.0,21.0,5.25,19.0,6.333333333333333,21.0,7.0,21.0,7.0,20.0,6.666666666666667,25.0,6.25,0.0,0.0,0.0,0.0,5.87037037037037,170.0,9,45-54,Politician,USA,Eliminated Week 9,10.015772870662474,61.68517435946953,42.086452570286156,Good
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.666666666666667,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333334,32.0,2,55+,Musician,USA,Eliminated Week 2,0.0,56.04205115308273,38.23627236669531,Average
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,0.0,6.0,6.0,7.0,0.0,6.0,7.0,7.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,8.5,8.5,9.0,9.0,9.0,0.0,9.5,9.5,9.5,0.0,19.0,6.333333333333333,19.0,6.333333333333333,20.0,6.666666666666667,32.0,8.0,23.0,7.666666666666667,26.0,8.666666666666666,27.0,9.0,24.0,8.0,35.0,8.75,27.0,9.0,28.5,9.5,7.992424242424241,280.5,11,<25,Musician,USA,Other,10.26066350710902,83.98347154332708,57.30009566315844,Excellent
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,0.0,7.0,6.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,0.0,8.0,9.0,8.0,0.0,9.0,9.0,9.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,0.0,10.0,10.0,10.0,0.0,16.0,5.333333333333333,20.0,6.666666666666667,24.0,8.0,32.0,8.0,27.0,9.0,25.0,8.333333333333334,27.0,9.0,30.0,10.0,40.0,10.0,29.5,9.833333333333334,30.0,10.0,8.56060606060606,300.5,11,25-34,Musician,USA,3rd Place,16.32743362831859,89.95386051560153,61.37356217949672,Excellent
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,0.0,7.0,5.0,7.0,0.0,5.0,5.0,6.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,9.0,8.0,8.0,0.0,8.5,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.666666666666667,19.0,6.333333333333333,16.0,5.333333333333333,28.0,7.0,21.0,7.0,25.0,8.333333333333334,24.5,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833333333333333,150.5,7,35-44,Tv_Personality,USA,Eliminated Week 7,0.0,71.80387803988724,48.99022396982836,Good
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,0.0,8.0,8.0,8.0,0.0,8.5,9.0,8.5,0.0,10.6666,9.6666,10.6666,0.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,0.0,10.0,9.5,9.5,0.0,20.0,6.666666666666667,24.0,8.0,21.0,7.0,32.0,8.0,25.0,8.333333333333334,24.0,8.0,26.0,8.666666666666666,30.9998,10.333266666666667,35.5,8.875,27.0,9.0,29.0,9.666666666666666,8.412872727272728,294.4998,11,<25,Tv_Personality,USA,Winner,12.55053583109289,88.40149569866115,60.31441743493927,Excellent
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,5.0,5.0,5.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,18.0,6.0,15.0,5.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72.0,4,45-54,Actor,USA,Eliminated Week 4,0.0,63.04730754721807,41.913089078698256,Good
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,0.0,7.0,7.0,6.0,0.0,7.0,6.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,20.0,6.666666666666667,20.0,6.666666666666667,21.0,7.0,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.533333333333334,98.0,5,35-44,Actor,USA,Eliminated Week 5,0.0,68.65151266252634,45.638696996804775,Good
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,0.0,6.0,6.0,6.0,0.0,7.0,7.0,8.0,0.0,7.0,8.0,7.0,0.0,6.0,6.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,8.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.333333333333333,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,19.0,6.333333333333333,24.0,8.0,26.0,8.666666666666666,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.124999999999999,171.0,8,35-44,Actor,USA,Eliminated Week 8,26.315789473684227,74.86867771232144,49.77179328095417,Good
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,0.0,5.0,5.0,5.0,0.0,6.0,6.0,6.0,0.0,10.0,9.0,9.0,0.0,8.0,8.0,8.0,0.0,6.0,6.0,6.0,0.0,9.0,9.0,9.0,0.0,8.6666,9.6666,8.6666,0.0,9.6666,9.6666,9.6666,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,21.0,7.0,15.0,5.0,18.0,6.0,28.0,9.333333333333334,24.0,8.0,18.0,6.0,27.0,9.0,26.9998,8.999933333333333,28.9998,9.6666,28.5,9.5,0.0,0.0,7.849986666666666,235.4996,10,<25,Actor,USA,Eliminated Week 1,19.60331708985211,82.48675393581576,54.83619840443227,Excellent
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,8.0,0.0,9.6666,9.6666,9.6666,0.0,8.6666,8.6666,8.6666,0.0,9.5,10.0,9.5,0.0,10.0,10.0,10.0,0.0,21.0,7.0,21.0,7.0,19.0,6.333333333333333,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,28.9998,9.6666,25.9998,8.6666,29.0,9.666666666666666,30.0,10.0,8.363624242424242,275.9996,11,45-54,Actor,USA,Other,13.586722589453041,87.88399830358165,58.42422131558125,Excellent
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,27.0,2,55+,Athlete,USA,Eliminated Week 2,0.0,47.28548066041355,31.43481680902369,Average
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,8.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.666666666666667,18.0,6.0,22.0,7.333333333333333,22.0,7.333333333333333,21.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.722222222222221,121.0,6,35-44,Athlete,USA,Eliminated Week 6,0.0,70.63633530753134,46.95818313446749,Good
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,10.0,10.0,9.0,0.0,7.0,8.0,7.0,0.0,9.0,9.0,9.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,9.5,9.5,9.5,0.0,0.0,0.0,0.0,0.0,18.0,6.0,18.0,6.0,24.0,8.0,24.0,8.0,29.0,9.666666666666666,22.0,7.333333333333333,27.0,9.0,30.0,10.0,30.0,10.0,28.5,9.5,0.0,0.0,8.35,250.5,10,35-44,Athlete,USA,Eliminated Week 1,17.764471057884244,87.74083633654513,58.329048967855066,Excellent
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,9.0,9.0,0.0,9.0,9.0,8.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,9.6666,9.6666,9.6666,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,20.0,6.666666666666667,21.0,7.0,24.0,8.0,24.0,8.0,26.0,8.666666666666666,26.0,8.666666666666666,30.0,10.0,30.0,10.0,28.9998,9.6666,30.0,10.0,30.0,10.0,8.787872727272728,289.9998,11,35-44,Producer,USA,Runner-up,12.844715754976388,92.34195242036228,61.38781540507414,Excellent
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,0.0,7.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,9.0,8.0,9.0,0.0,9.0,9.0,9.0,0.0,7.6666,8.6666,8.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,19.0,6.333333333333333,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,26.0,8.666666666666666,27.0,9.0,24.9998,8.333266666666667,0.0,0.0,0.0,0.0,7.8148074074074065,210.9998,9,35-44,Musician,USA,Eliminated Week 9,10.900152511992916,82.11709433951543,54.590453166589604,Excellent
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,9.5,9.0,9.5,0.0,9.5,9.5,9.5,0.0,16.0,5.333333333333333,18.0,6.0,18.0,6.0,21.0,7.0,24.0,8.0,24.0,8.0,27.0,9.0,24.0,8.0,24.0,8.0,28.0,9.333333333333334,28.5,9.5,7.6515151515151505,252.5,11,45-54,Musician,USA,3rd Place,13.811881188118836,80.40123815996242,53.44977268874398,Excellent
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,0.0,7.0,8.0,7.0,0.0,8.0,7.0,8.0,0.0,9.0,8.0,8.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,9.0,0.0,7.0,9.0,8.0,0.0,9.0,10.0,9.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,20.0,6.666666666666667,22.0,7.333333333333333,23.0,7.666666666666667,25.0,8.333333333333334,27.0,9.0,27.0,9.0,24.0,8.0,28.0,9.333333333333334,30.0,10.0,30.0,10.0,30.0,10.0,8.666666666666666,286.0,11,35-44,Tv_Personality,Canada,Winner,13.461538461538474,91.06833312375942,60.541128669230815,Excellent
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,0.0,6.0,5.0,5.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.6666666666666665,16.0,5.333333333333333,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,39.0,3,55+,Tv_Personality,USA,Eliminated Week 3,0.0,45.53416656187971,30.270564334615408,Average
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,0.0,5.0,6.0,5.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,9.0,9.0,8.0,0.0,9.0,9.0,9.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.333333333333333,16.0,5.333333333333333,21.0,7.0,24.0,8.0,26.0,8.666666666666666,27.0,9.0,22.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3809523809523805,155.0,7,45-54,Tv_Personality,USA,Eliminated Week 7,0.0,77.55819579221269,51.55975243808118,Good
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,7.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,9.0,0.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,18.0,6.0,22.0,7.333333333333333,21.0,7.0,24.0,8.0,25.0,8.333333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.285714285714286,153.0,7,35-44,Tv_Personality,USA,Withdrew,0.0,76.55744487876478,50.89446530984788,Good
